"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"31/10/2024","7.600","7.525","7.650","7.500","25,84M","1,67%"
"30/10/2024","7.475","7.575","7.575","7.450","9,56M","-1,32%"
"29/10/2024","7.575","7.500","7.575","7.450","10,86M","0,66%"
"28/10/2024","7.525","7.500","7.525","7.375","4,96M","0,33%"
"25/10/2024","7.500","7.575","7.575","7.450","6,07M","-0,33%"
"24/10/2024","7.525","7.500","7.550","7.475","9,34M","0,33%"
"23/10/2024","7.500","7.450","7.550","7.425","19,21M","1,01%"
"22/10/2024","7.425","7.400","7.475","7.350","14,44M","0,34%"
"21/10/2024","7.400","7.400","7.425","7.325","8,43M","-0,34%"
"18/10/2024","7.425","7.225","7.475","7.200","23,78M","3,48%"
"17/10/2024","7.175","7.175","7.275","7.175","5,42M","0,00%"
"16/10/2024","7.175","7.250","7.275","7.150","8,88M","-0,35%"
"15/10/2024","7.200","7.050","7.250","7.050","17,97M","2,13%"
"14/10/2024","7.050","7.000","7.100","6.975","3,97M","0,71%"
"11/10/2024","7.000","7.100","7.100","6.975","4,47M","-0,36%"
"10/10/2024","7.025","7.000","7.100","6.925","11,88M","1,44%"
"09/10/2024","6.925","7.000","7.025","6.925","9,82M","-1,07%"
"08/10/2024","7.000","6.925","7.000","6.850","8,90M","1,08%"
"07/10/2024","6.925","7.000","7.000","6.825","10,83M","-1,77%"
"04/10/2024","7.050","7.100","7.125","7.000","5,62M","-0,70%"
"03/10/2024","7.100","7.075","7.150","7.050","6,84M","0,35%"
"02/10/2024","7.075","7.125","7.150","7.025","9,65M","-1,39%"
"01/10/2024","7.175","7.050","7.175","7.050","10,45M","1,77%"
"30/09/2024","7.050","7.175","7.175","7.050","11,72M","-1,74%"
"27/09/2024","7.175","7.250","7.250","7.175","9,53M","-0,69%"
"26/09/2024","7.225","7.200","7.250","7.175","18,00M","0,70%"
"25/09/2024","7.175","7.175","7.175","7.075","17,99M","0,00%"
"24/09/2024","7.175","7.125","7.175","7.075","15,04M","1,06%"
"23/09/2024","7.100","7.150","7.175","7.075","12,87M","-0,70%"
"20/09/2024","7.150","7.100","7.200","7.075","26,48M","1,06%"
"19/09/2024","7.075","7.100","7.150","7.075","10,92M","0,00%"
"18/09/2024","7.075","7.125","7.150","7.050","5,43M","-0,35%"
"17/09/2024","7.100","7.100","7.150","7.025","7,88M","0,00%"
"13/09/2024","7.100","7.150","7.200","7.050","10,83M","-0,70%"
"12/09/2024","7.150","7.050","7.175","6.975","22,47M","2,14%"
"11/09/2024","7.000","7.000","7.025","6.950","9,46M","-0,71%"
"10/09/2024","7.050","6.950","7.050","6.925","12,14M","1,81%"
"09/09/2024","6.925","7.000","7.025","6.850","7,13M","-1,42%"
"06/09/2024","7.025","6.925","7.075","6.900","14,30M","0,72%"
"05/09/2024","6.975","6.700","6.975","6.700","24,21M","4,10%"
"04/09/2024","6.700","6.725","6.725","6.650","8,27M","-1,11%"
"03/09/2024","6.775","6.700","6.775","6.675","11,65M","0,74%"
"02/09/2024","6.725","6.825","6.825","6.725","7,86M","-1,82%"
"30/08/2024","6.850","6.800","6.850","6.725","22,11M","0,74%"
"29/08/2024","6.800","6.825","6.825","6.750","13,27M","-0,37%"
"28/08/2024","6.825","6.825","6.825","6.700","9,44M","0,37%"
"27/08/2024","6.800","6.875","6.900","6.725","12,17M","-0,73%"
"26/08/2024","6.850","6.700","6.850","6.675","14,05M","2,24%"
"23/08/2024","6.700","6.650","6.725","6.575","12,45M","0,75%"
"22/08/2024","6.650","6.575","6.650","6.550","12,11M","0,38%"
"21/08/2024","6.625","6.550","6.650","6.525","15,69M","1,53%"
"20/08/2024","6.525","6.500","6.525","6.425","15,26M","1,16%"
"19/08/2024","6.450","6.525","6.525","6.375","10,03M","-1,15%"
"16/08/2024","6.525","6.500","6.525","6.400","9,53M","0,77%"
"15/08/2024","6.475","6.500","6.550","6.400","9,58M","-0,38%"
"14/08/2024","6.500","6.325","6.650","6.325","29,98M","2,77%"
"13/08/2024","6.325","6.275","6.350","6.275","10,45M","1,20%"
"12/08/2024","6.250","6.275","6.300","6.225","5,56M","-0,40%"
"09/08/2024","6.275","6.225","6.275","6.175","7,07M","0,80%"
"08/08/2024","6.225","6.150","6.225","6.125","9,40M","1,63%"
"07/08/2024","6.125","6.075","6.150","6.075","4,24M","0,41%"
"06/08/2024","6.100","6.025","6.150","6.025","11,58M","0,83%"
"05/08/2024","6.050","6.075","6.100","5.950","12,49M","-0,82%"
"02/08/2024","6.100","6.150","6.175","6.100","6,43M","-0,81%"
"01/08/2024","6.150","6.075","6.250","6.025","15,24M","0,41%"
"31/07/2024","6.125","6.075","6.125","6.025","14,63M","1,24%"
"30/07/2024","6.050","6.125","6.125","6.000","4,10M","-0,41%"
"29/07/2024","6.075","6.075","6.150","6.075","4,81M","-0,82%"
"26/07/2024","6.125","6.125","6.150","6.050","5,43M","0,41%"
"25/07/2024","6.100","6.000","6.100","5.975","9,09M","1,67%"
"24/07/2024","6.000","6.100","6.125","5.975","9,93M","-1,64%"
"23/07/2024","6.100","6.050","6.100","6.025","5,03M","1,24%"
"22/07/2024","6.025","6.100","6.100","6.000","4,42M","-0,82%"
"19/07/2024","6.075","6.050","6.075","5.975","6,00M","0,00%"
"18/07/2024","6.075","6.050","6.075","6.000","5,35M","0,41%"
"17/07/2024","6.050","5.975","6.050","5.950","7,00M","1,68%"
"16/07/2024","5.950","5.975","5.975","5.925","3,61M","-0,42%"
"15/07/2024","5.975","5.975","6.000","5.925","3,83M","0,42%"
"12/07/2024","5.950","5.975","6.000","5.950","4,14M","0,42%"
"11/07/2024","5.925","6.000","6.025","5.925","6,35M","-1,25%"
"10/07/2024","6.000","5.975","6.025","5.950","7,02M","0,84%"
"09/07/2024","5.950","5.975","6.000","5.900","10,61M","-4,03%"
"08/07/2024","6.200","6.125","6.200","6.125","11,88M","1,22%"
"05/07/2024","6.125","6.100","6.125","6.075","5,05M","0,82%"
"04/07/2024","6.075","6.100","6.125","6.075","3,88M","-0,41%"
"03/07/2024","6.100","6.100","6.100","6.025","6,80M","0,00%"
"02/07/2024","6.100","6.100","6.125","6.050","6,21M","0,00%"
"01/07/2024","6.100","6.075","6.100","6.025","8,02M","0,41%"
"28/06/2024","6.075","6.000","6.150","6.000","10,54M","0,83%"
"27/06/2024","6.025","5.950","6.050","5.925","6,28M","2,12%"
"26/06/2024","5.900","5.950","5.950","5.875","7,73M","-0,84%"
"25/06/2024","5.950","5.950","5.975","5.875","5,32M","0,42%"
"24/06/2024","5.925","6.025","6.025","5.925","6,29M","-0,84%"
"21/06/2024","5.975","5.925","6.100","5.900","17,31M","0,84%"
"20/06/2024","5.925","5.950","5.950","5.850","8,63M","0,00%"
"19/06/2024","5.925","6.075","6.100","5.850","12,20M","-2,47%"
"14/06/2024","6.075","6.125","6.150","6.025","7,04M","-0,82%"
"13/06/2024","6.125","6.200","6.200","6.100","5,14M","-1,21%"
"12/06/2024","6.200","6.125","6.200","6.100","6,35M","1,22%"
"11/06/2024","6.125","6.150","6.175","6.100","5,40M","-0,81%"
"10/06/2024","6.175","6.225","6.225","6.100","4,21M","-0,40%"
"07/06/2024","6.200","6.200","6.250","6.150","3,73M","0,00%"
"06/06/2024","6.200","6.175","6.200","6.125","5,44M","1,22%"
"05/06/2024","6.125","6.150","6.200","6.100","5,44M","0,41%"
"04/06/2024","6.100","6.050","6.150","6.025","6,44M","0,83%"
"03/06/2024","6.050","5.900","6.050","5.900","11,66M","2,98%"
"31/05/2024","5.875","6.075","6.100","5.875","30,41M","-2,89%"
"30/05/2024","6.050","6.125","6.125","6.025","9,25M","-1,22%"
"29/05/2024","6.125","6.100","6.125","6.050","8,13M","0,00%"
"28/05/2024","6.125","6.125","6.175","6.075","5,51M","0,00%"
"27/05/2024","6.125","6.150","6.175","6.025","9,55M","-0,41%"
"22/05/2024","6.150","6.150","6.175","6.100","3,60M","0,00%"
"21/05/2024","6.150","6.225","6.225","6.100","9,41M","-1,20%"
"20/05/2024","6.225","6.150","6.250","6.150","6,50M","1,22%"
"17/05/2024","6.150","6.150","6.200","6.100","6,99M","0,00%"
"16/05/2024","6.150","6.100","6.175","6.100","8,49M","0,82%"
"15/05/2024","6.100","6.150","6.175","6.050","7,16M","-1,21%"
"14/05/2024","6.175","6.125","6.175","6.075","7,38M","1,23%"
"13/05/2024","6.100","6.175","6.175","6.025","10,17M","-1,61%"
"08/05/2024","6.200","6.175","6.200","6.100","6,84M","0,81%"
"07/05/2024","6.150","6.225","6.250","6.150","4,47M","-1,20%"
"06/05/2024","6.225","6.275","6.275","6.150","5,50M","0,00%"
"03/05/2024","6.225","6.250","6.250","6.125","3,44M","0,00%"
"02/05/2024","6.225","6.250","6.275","6.150","9,81M","-0,40%"
"30/04/2024","6.250","6.200","6.300","6.125","8,89M","1,21%"
"29/04/2024","6.175","6.075","6.175","6.050","5,16M","2,07%"
"26/04/2024","6.050","6.200","6.200","6.050","5,11M","-2,42%"
"25/04/2024","6.200","6.075","6.200","6.050","7,27M","2,48%"
"24/04/2024","6.050","6.050","6.100","6.025","5,02M","0,41%"
"23/04/2024","6.025","6.150","6.150","6.025","7,50M","-2,03%"
"22/04/2024","6.150","6.100","6.150","6.025","8,10M","0,82%"
"19/04/2024","6.100","6.100","6.100","6.025","10,63M","-0,41%"
"18/04/2024","6.125","6.050","6.125","6.050","11,61M","1,24%"
"17/04/2024","6.050","6.175","6.200","6.050","12,13M","-1,63%"
"16/04/2024","6.150","6.300","6.375","6.125","31,10M","-5,38%"
"05/04/2024","6.500","6.500","6.575","6.500","6,93M","0,00%"
"04/04/2024","6.500","6.550","6.550","6.475","4,96M","-0,76%"
"03/04/2024","6.550","6.600","6.600","6.525","10,25M","-0,76%"
"02/04/2024","6.600","6.425","6.600","6.400","12,80M","2,72%"
"01/04/2024","6.425","6.400","6.425","6.325","9,24M","0,78%"
"28/03/2024","6.375","6.325","6.375","6.325","6,14M","0,79%"
"27/03/2024","6.325","6.350","6.375","6.275","9,15M","-0,78%"
"26/03/2024","6.375","6.400","6.400","6.225","14,40M","-1,16%"
"25/03/2024","6.450","6.425","6.500","6.425","5,63M","0,39%"
"22/03/2024","6.425","6.450","6.475","6.400","5,52M","-0,39%"
"21/03/2024","6.450","6.475","6.525","6.425","7,93M","-0,39%"
"20/03/2024","6.475","6.450","6.475","6.425","5,28M","0,78%"
"19/03/2024","6.425","6.450","6.475","6.375","9,57M","-0,39%"
"18/03/2024","6.450","6.450","6.500","6.400","5,24M","0,39%"
"15/03/2024","6.425","6.425","6.500","6.375","21,19M","0,00%"
"14/03/2024","6.425","6.325","6.425","6.300","9,25M","1,98%"
"13/03/2024","6.300","6.350","6.425","6.300","13,16M","-0,79%"
"08/03/2024","6.350","6.375","6.400","6.325","11,80M","0,00%"
"07/03/2024","6.350","6.475","6.500","6.350","11,09M","-2,31%"
"06/03/2024","6.500","6.500","6.550","6.475","4,96M","0,00%"
"05/03/2024","6.500","6.575","6.575","6.475","6,99M","-0,76%"
"04/03/2024","6.550","6.675","6.675","6.550","5,81M","-1,87%"
"01/03/2024","6.675","6.550","6.675","6.550","6,02M","0,75%"
"29/02/2024","6.625","6.625","6.650","6.525","10,81M","0,00%"
"28/02/2024","6.625","6.575","6.625","6.550","2,70M","0,76%"
"27/02/2024","6.575","6.600","6.600","6.525","5,46M","-0,75%"
"26/02/2024","6.625","6.675","6.700","6.550","9,08M","-1,49%"
"23/02/2024","6.725","6.750","6.750","6.625","8,71M","0,00%"
"22/02/2024","6.725","6.600","6.725","6.575","9,49M","1,89%"
"21/02/2024","6.600","6.550","6.600","6.500","10,33M","0,76%"
"20/02/2024","6.550","6.475","6.575","6.475","5,68M","1,16%"
"19/02/2024","6.475","6.450","6.575","6.425","8,43M","0,78%"
"16/02/2024","6.425","6.400","6.475","6.400","5,76M","0,39%"
"15/02/2024","6.400","6.425","6.475","6.375","12,27M","0,79%"
"13/02/2024","6.350","6.400","6.450","6.350","5,49M","-0,78%"
"12/02/2024","6.400","6.350","6.450","6.350","7,08M","0,79%"
"07/02/2024","6.350","6.375","6.450","6.325","10,42M","0,00%"
"06/02/2024","6.350","6.325","6.400","6.300","9,45M","0,79%"
"05/02/2024","6.300","6.400","6.425","6.300","9,87M","-1,56%"
"02/02/2024","6.400","6.350","6.400","6.350","7,36M","0,79%"
"01/02/2024","6.350","6.350","6.450","6.350","10,87M","-0,39%"
"31/01/2024","6.375","6.375","6.425","6.375","9,54M","-0,39%"
"30/01/2024","6.400","6.400","6.425","6.375","4,53M","-0,39%"
"29/01/2024","6.425","6.425","6.425","6.375","6,41M","0,00%"
"26/01/2024","6.425","6.400","6.450","6.375","5,16M","0,39%"
"25/01/2024","6.400","6.450","6.475","6.400","6,87M","-0,78%"
"24/01/2024","6.450","6.400","6.450","6.375","4,09M","0,78%"
"23/01/2024","6.400","6.425","6.425","6.350","7,87M","-0,39%"
"22/01/2024","6.425","6.450","6.475","6.400","7,35M","-0,39%"
"19/01/2024","6.450","6.400","6.475","6.350","7,32M","1,18%"
"18/01/2024","6.375","6.375","6.400","6.325","6,63M","-0,39%"
"17/01/2024","6.400","6.450","6.450","6.350","7,96M","-0,78%"
"16/01/2024","6.450","6.475","6.525","6.425","9,76M","0,00%"
"15/01/2024","6.450","6.400","6.500","6.400","6,60M","1,18%"
"12/01/2024","6.375","6.350","6.400","6.350","5,48M","0,39%"
"11/01/2024","6.350","6.400","6.425","6.350","5,13M","0,00%"
"10/01/2024","6.350","6.375","6.450","6.350","8,21M","-0,39%"
"09/01/2024","6.375","6.400","6.425","6.350","7,19M","-0,39%"
"08/01/2024","6.400","6.450","6.500","6.400","5,58M","-0,78%"
"05/01/2024","6.450","6.475","6.550","6.450","8,99M","0,00%"
"04/01/2024","6.450","6.425","6.500","6.400","5,15M","0,78%"
"03/01/2024","6.400","6.450","6.475","6.400","4,72M","-0,78%"
"02/01/2024","6.450","6.450","6.475","6.375","5,43M","0,00%"
"29/12/2023","6.450","6.475","6.475","6.400","4,94M","0,00%"
"28/12/2023","6.450","6.350","6.500","6.350","8,53M","1,57%"
"27/12/2023","6.350","6.275","6.400","6.275","4,03M","1,20%"
"22/12/2023","6.275","6.300","6.350","6.275","6,71M","0,00%"
"21/12/2023","6.275","6.300","6.325","6.250","5,79M","0,00%"
"20/12/2023","6.275","6.325","6.350","6.275","5,90M","-0,79%"
"19/12/2023","6.325","6.275","6.350","6.250","3,54M","0,80%"
"18/12/2023","6.275","6.325","6.375","6.250","14,59M","-0,79%"
"15/12/2023","6.325","6.350","6.375","6.325","11,99M","-1,17%"
"14/12/2023","6.400","6.400","6.450","6.375","4,69M","0,00%"
"13/12/2023","6.400","6.400","6.425","6.350","3,85M","-0,39%"
"12/12/2023","6.425","6.375","6.425","6.350","3,05M","0,78%"
"11/12/2023","6.375","6.400","6.400","6.325","4,43M","-0,39%"
"08/12/2023","6.400","6.400","6.425","6.325","7,28M","-0,78%"
"07/12/2023","6.450","6.500","6.500","6.400","5,41M","-0,77%"
"06/12/2023","6.500","6.450","6.625","6.425","10,24M","0,39%"
"05/12/2023","6.475","6.375","6.475","6.350","7,96M","1,97%"
"04/12/2023","6.350","6.350","6.400","6.325","6,68M","0,40%"
"01/12/2023","6.325","6.425","6.425","6.300","10,27M","-1,56%"
"30/11/2023","6.425","6.375","6.425","6.275","27,47M","0,00%"
"29/11/2023","6.425","6.400","6.450","6.375","4,53M","0,78%"
"28/11/2023","6.375","6.400","6.450","6.375","5,77M","-0,39%"
"27/11/2023","6.400","6.425","6.500","6.400","5,36M","-0,39%"
"24/11/2023","6.425","6.350","6.425","6.350","2,14M","1,18%"
"23/11/2023","6.350","6.375","6.425","6.325","4,27M","0,00%"
"22/11/2023","6.350","6.425","6.425","6.350","5,32M","-1,17%"
"21/11/2023","6.425","6.425","6.450","6.350","4,18M","0,39%"
"20/11/2023","6.400","6.450","6.475","6.400","3,20M","-0,39%"
"17/11/2023","6.425","6.450","6.450","6.350","4,21M","-0,39%"
"16/11/2023","6.450","6.450","6.475","6.350","5,84M","0,39%"
"15/11/2023","6.425","6.425","6.475","6.425","4,64M","0,78%"
"14/11/2023","6.375","6.450","6.500","6.375","4,05M","-1,16%"
"13/11/2023","6.450","6.350","6.450","6.325","6,18M","1,98%"
"10/11/2023","6.325","6.325","6.375","6.300","4,84M","0,00%"
"09/11/2023","6.325","6.350","6.400","6.300","4,71M","-0,39%"
"08/11/2023","6.350","6.375","6.400","6.225","9,50M","-0,39%"
"07/11/2023","6.375","6.350","6.400","6.325","8,64M","0,39%"
"06/11/2023","6.350","6.375","6.425","6.325","11,67M","-0,39%"
"03/11/2023","6.375","6.500","6.550","6.325","17,26M","-1,54%"
"02/11/2023","6.475","6.700","6.700","6.475","14,73M","-2,63%"
"01/11/2023","6.650","6.700","6.950","6.600","17,10M","0,00%"
"31/10/2023","6.650","6.725","6.750","6.600","5,30M","-1,12%"
"30/10/2023","6.725","6.750","6.775","6.625","7,56M","-0,37%"
"27/10/2023","6.750","6.750","6.800","6.700","3,88M","0,00%"
"26/10/2023","6.750","6.750","6.825","6.625","13,44M","0,00%"
"25/10/2023","6.750","6.725","6.825","6.725","3,31M","0,37%"
"24/10/2023","6.725","6.600","6.800","6.600","5,38M","1,89%"
"23/10/2023","6.600","6.700","6.725","6.600","6,39M","-1,12%"
"20/10/2023","6.675","6.725","6.750","6.650","6,09M","-1,11%"
"19/10/2023","6.750","6.800","6.800","6.700","8,55M","-0,74%"
"18/10/2023","6.800","6.850","6.850","6.750","7,38M","-0,73%"
"17/10/2023","6.850","6.750","6.850","6.725","6,09M","1,86%"
"16/10/2023","6.725","6.700","6.775","6.675","7,11M","0,37%"
"13/10/2023","6.700","6.750","6.775","6.700","3,87M","-0,37%"
"12/10/2023","6.725","6.750","6.850","6.725","7,31M","-0,37%"
"11/10/2023","6.750","6.825","6.900","6.750","14,47M","-0,74%"
"10/10/2023","6.800","6.900","6.950","6.800","4,76M","-0,73%"
"09/10/2023","6.850","6.900","6.925","6.800","6,43M","-0,36%"
"06/10/2023","6.875","6.925","7.100","6.850","11,94M","0,00%"
"05/10/2023","6.875","6.775","6.975","6.725","15,36M","1,85%"
"04/10/2023","6.750","6.725","6.775","6.675","10,50M","0,37%"
"03/10/2023","6.725","6.750","6.825","6.725","8,20M","-0,37%"
"02/10/2023","6.750","6.625","6.800","6.625","6,08M","1,89%"
"29/09/2023","6.625","6.750","6.775","6.625","10,80M","-1,85%"
"27/09/2023","6.750","6.700","6.775","6.650","6,31M","0,75%"
"26/09/2023","6.700","6.775","6.800","6.700","8,02M","-1,11%"
"25/09/2023","6.775","6.800","6.825","6.700","11,16M","0,00%"
"22/09/2023","6.775","6.700","6.800","6.700","8,64M","1,12%"
"21/09/2023","6.700","6.800","6.875","6.650","14,28M","-1,47%"
"20/09/2023","6.800","6.675","6.925","6.675","13,56M","1,87%"
"19/09/2023","6.675","6.600","6.700","6.600","5,23M","1,14%"
"18/09/2023","6.600","6.750","6.750","6.575","10,49M","-2,22%"
"15/09/2023","6.750","6.700","6.750","6.650","16,27M","0,75%"
"14/09/2023","6.700","6.850","6.875","6.700","14,77M","-2,90%"
"13/09/2023","6.900","6.850","6.900","6.800","7,50M","0,73%"
"12/09/2023","6.850","6.975","6.975","6.825","7,69M","-1,44%"
"11/09/2023","6.950","6.925","6.950","6.875","4,05M","0,36%"
"08/09/2023","6.925","6.975","6.975","6.875","6,63M","-0,36%"
"07/09/2023","6.950","6.875","6.950","6.850","11,39M","1,09%"
"06/09/2023","6.875","6.850","6.900","6.825","11,38M","0,36%"
"05/09/2023","6.850","6.900","6.900","6.825","9,10M","-0,72%"
"04/09/2023","6.900","7.000","7.050","6.875","10,76M","-1,43%"
"01/09/2023","7.000","7.100","7.100","7.000","7,09M","-1,41%"
"31/08/2023","7.100","7.050","7.100","7.025","8,34M","0,71%"
"30/08/2023","7.050","7.150","7.175","7.025","6,22M","-1,40%"
"29/08/2023","7.150","7.150","7.200","7.100","7,99M","0,70%"
"28/08/2023","7.100","7.125","7.175","7.075","3,67M","-0,35%"
"25/08/2023","7.125","7.025","7.150","7.000","6,99M","1,42%"
"24/08/2023","7.025","7.075","7.125","7.025","5,01M","-0,71%"
"23/08/2023","7.075","7.000","7.150","7.000","8,11M","1,07%"
"22/08/2023","7.000","6.975","7.050","6.975","3,01M","0,00%"
"21/08/2023","7.000","7.050","7.050","6.950","7,69M","-0,71%"
"18/08/2023","7.050","7.050","7.100","7.000","6,53M","-0,70%"
"16/08/2023","7.100","7.000","7.100","6.975","7,71M","1,43%"
